point_id,image_path,image_id,x,y,label
170,images/train/2.png,2,361,180,1
171,images/train/2.png,2,462,205,1
172,images/train/2.png,2,387,210,1
173,images/train/2.png,2,348,260,1
174,images/train/2.png,2,606,283,1
175,images/train/2.png,2,29,323,1
176,images/train/2.png,2,253,333,1
177,images/train/2.png,2,448,380,1
178,images/train/2.png,2,381,406,1
179,images/train/2.png,2,433,453,1
180,images/train/2.png,2,285,472,1
181,images/train/2.png,2,448,487,1
182,images/train/2.png,2,241,489,1
183,images/train/2.png,2,74,496,1
184,images/train/2.png,2,488,497,1
185,images/train/2.png,2,511,505,1
186,images/train/2.png,2,345,573,1
187,images/train/2.png,2,425,608,1
188,images/train/2.png,2,171,615,1
189,images/train/2.png,2,272,617,1
190,images/train/2.png,2,502,620,1
191,images/train/2.png,2,290,62,0
192,images/train/2.png,2,517,148,0
193,images/train/2.png,2,55,166,0
194,images/train/2.png,2,230,188,0
195,images/train/2.png,2,505,246,0
196,images/train/2.png,2,159,266,0
197,images/train/2.png,2,560,297,0
198,images/train/2.png,2,146,315,0
199,images/train/2.png,2,68,339,0
200,images/train/2.png,2,412,356,0
201,images/train/2.png,2,211,365,0
202,images/train/2.png,2,526,371,0
203,images/train/2.png,2,286,396,0
204,images/train/2.png,2,580,425,0
205,images/train/2.png,2,473,441,0
206,images/train/2.png,2,330,474,0
207,images/train/2.png,2,146,495,0
208,images/train/2.png,2,132,523,0
209,images/train/2.png,2,605,559,0
210,images/train/2.png,2,183,569,0
211,images/train/2.png,2,231,572,0
212,images/train/2.png,2,553,576,0
213,images/train/2.png,2,385,592,0
214,images/train/2.png,2,141,599,0
215,images/train/2.png,2,318,620,0
216,images/train/2.png,2,363,621,0
217,images/train/2.png,2,132,627,0
218,images/train/3.png,3,324,37,1
219,images/train/3.png,3,423,47,1
220,images/train/3.png,3,586,58,1
221,images/train/3.png,3,198,92,1
222,images/train/3.png,3,632,121,1
223,images/train/3.png,3,457,129,1
224,images/train/3.png,3,288,136,1
225,images/train/3.png,3,154,148,1
226,images/train/3.png,3,427,158,1
227,images/train/3.png,3,471,171,1
228,images/train/3.png,3,628,180,1
229,images/train/3.png,3,308,191,1
230,images/train/3.png,3,18,194,1
231,images/train/3.png,3,524,194,1
232,images/train/3.png,3,249,256,1
233,images/train/3.png,3,285,261,1
234,images/train/3.png,3,421,265,1
235,images/train/3.png,3,184,281,1
236,images/train/3.png,3,415,299,1
237,images/train/3.png,3,83,323,1
238,images/train/3.png,3,451,339,1
239,images/train/3.png,3,529,353,1
240,images/train/3.png,3,340,365,1
241,images/train/3.png,3,45,368,1
242,images/train/3.png,3,111,393,1
243,images/train/3.png,3,385,400,1
244,images/train/3.png,3,184,429,1
245,images/train/3.png,3,381,433,1
246,images/train/3.png,3,518,443,1
247,images/train/3.png,3,226,468,1
248,images/train/3.png,3,392,505,1
249,images/train/3.png,3,236,507,1
250,images/train/3.png,3,454,522,1
251,images/train/3.png,3,67,538,1
252,images/train/3.png,3,238,539,1
253,images/train/3.png,3,431,553,1
254,images/train/3.png,3,576,563,1
255,images/train/3.png,3,280,563,1
256,images/train/3.png,3,399,572,1
257,images/train/3.png,3,566,586,1
258,images/train/3.png,3,143,618,1
259,images/train/3.png,3,115,620,1
260,images/train/3.png,3,218,13,0
261,images/train/3.png,3,496,23,0
262,images/train/3.png,3,373,54,0
263,images/train/3.png,3,51,62,0
264,images/train/3.png,3,525,73,0
265,images/train/3.png,3,453,77,0
266,images/train/3.png,3,351,85,0
267,images/train/3.png,3,160,88,0
268,images/train/3.png,3,386,126,0
269,images/train/3.png,3,504,142,0
270,images/train/3.png,3,125,160,0
271,images/train/3.png,3,209,181,0
272,images/train/3.png,3,258,201,0
273,images/train/3.png,3,409,226,0
274,images/train/3.png,3,628,227,0
275,images/train/3.png,3,574,237,0
276,images/train/3.png,3,520,243,0
277,images/train/3.png,3,462,280,0
278,images/train/3.png,3,612,286,0
279,images/train/3.png,3,519,291,0
280,images/train/3.png,3,543,293,0
281,images/train/3.png,3,178,317,0
282,images/train/3.png,3,269,321,0
283,images/train/3.png,3,167,375,0
284,images/train/3.png,3,233,382,0
285,images/train/3.png,3,433,393,0
286,images/train/3.png,3,55,416,0
287,images/train/3.png,3,491,421,0
288,images/train/3.png,3,591,430,0
289,images/train/3.png,3,283,432,0
290,images/train/3.png,3,85,437,0
291,images/train/3.png,3,343,440,0
292,images/train/3.png,3,426,448,0
293,images/train/3.png,3,469,455,0
294,images/train/3.png,3,559,467,0
295,images/train/3.png,3,155,481,0
296,images/train/3.png,3,88,483,0
297,images/train/3.png,3,478,485,0
298,images/train/3.png,3,289,524,0
299,images/train/3.png,3,342,527,0
300,images/train/3.png,3,379,528,0
301,images/train/3.png,3,549,532,0
302,images/train/3.png,3,374,540,0
303,images/train/3.png,3,16,555,0
304,images/train/3.png,3,115,560,0
305,images/train/3.png,3,195,565,0
306,images/train/3.png,3,473,573,0
307,images/train/3.png,3,14,585,0
308,images/train/3.png,3,249,589,0
309,images/train/3.png,3,618,613,0
310,images/train/3.png,3,308,616,0
311,images/train/3.png,3,483,622,0
312,images/train/4.png,4,346,26,1
313,images/train/4.png,4,255,49,1
314,images/train/4.png,4,38,73,1
315,images/train/4.png,4,284,75,1
316,images/train/4.png,4,136,78,1
317,images/train/4.png,4,576,89,1
318,images/train/4.png,4,98,114,1
319,images/train/4.png,4,559,118,1
320,images/train/4.png,4,480,120,1
321,images/train/4.png,4,47,135,1
322,images/train/4.png,4,510,136,1
323,images/train/4.png,4,563,149,1
324,images/train/4.png,4,348,162,1
325,images/train/4.png,4,532,182,1
326,images/train/4.png,4,440,186,1
327,images/train/4.png,4,548,187,1
328,images/train/4.png,4,459,251,1
329,images/train/4.png,4,439,264,1
330,images/train/4.png,4,606,274,1
331,images/train/4.png,4,107,279,1
332,images/train/4.png,4,487,349,1
333,images/train/4.png,4,23,355,1
334,images/train/4.png,4,587,396,1
335,images/train/4.png,4,603,421,1
336,images/train/4.png,4,493,460,1
337,images/train/4.png,4,246,546,1
338,images/train/4.png,4,357,593,1
339,images/train/4.png,4,66,603,1
340,images/train/4.png,4,579,609,1
341,images/train/4.png,4,592,217,1
342,images/train/4.png,4,430,224,1
343,images/train/4.png,4,118,17,0
344,images/train/4.png,4,496,32,0
345,images/train/4.png,4,74,33,0
346,images/train/4.png,4,406,35,0
347,images/train/4.png,4,110,48,0
348,images/train/4.png,4,83,77,0
349,images/train/4.png,4,384,105,0
350,images/train/4.png,4,509,199,0
351,images/train/4.png,4,552,248,0
352,images/train/4.png,4,255,248,0
353,images/train/4.png,4,506,258,0
354,images/train/4.png,4,140,264,0
355,images/train/4.png,4,498,300,0
356,images/train/4.png,4,630,305,0
357,images/train/4.png,4,294,306,0
358,images/train/4.png,4,537,325,0
359,images/train/4.png,4,438,355,0
360,images/train/4.png,4,600,364,0
361,images/train/4.png,4,87,628,0
362,images/train/4.png,4,250,375,0
363,images/train/4.png,4,158,409,0
364,images/train/4.png,4,311,413,0
365,images/train/4.png,4,541,417,0
366,images/train/4.png,4,491,424,0
367,images/train/4.png,4,364,446,0
368,images/train/4.png,4,234,496,0
369,images/train/4.png,4,157,499,0
370,images/train/4.png,4,15,506,0
371,images/train/4.png,4,289,524,0
372,images/train/4.png,4,615,533,0
373,images/train/4.png,4,207,534,0
374,images/train/4.png,4,43,555,0
375,images/train/4.png,4,307,555,0
376,images/train/4.png,4,77,158,0
377,images/train/4.png,4,67,183,0
378,images/train/4.png,4,14,185,0
379,images/train/5.png,5,628,312,1
380,images/train/5.png,5,376,16,1
381,images/train/5.png,5,329,22,1
382,images/train/5.png,5,491,121,1
383,images/train/5.png,5,76,171,1
384,images/train/5.png,5,237,175,1
385,images/train/5.png,5,364,176,1
386,images/train/5.png,5,552,182,1
387,images/train/5.png,5,98,187,1
388,images/train/5.png,5,151,194,1
389,images/train/5.png,5,315,201,1
390,images/train/5.png,5,283,227,1
391,images/train/5.png,5,104,231,1
392,images/train/5.png,5,519,236,1
393,images/train/5.png,5,482,236,1
394,images/train/5.png,5,215,252,1
395,images/train/5.png,5,292,257,1
396,images/train/5.png,5,401,260,1
397,images/train/5.png,5,134,276,1
398,images/train/5.png,5,436,297,1
399,images/train/5.png,5,213,301,1
400,images/train/5.png,5,447,343,1
401,images/train/5.png,5,160,344,1
402,images/train/5.png,5,237,366,1
403,images/train/5.png,5,99,381,1
404,images/train/5.png,5,504,383,1
405,images/train/5.png,5,546,394,1
406,images/train/5.png,5,568,403,1
407,images/train/5.png,5,193,411,1
408,images/train/5.png,5,37,415,1
409,images/train/5.png,5,310,476,1
410,images/train/5.png,5,70,486,1
411,images/train/5.png,5,30,564,1
412,images/train/5.png,5,353,567,1
413,images/train/5.png,5,288,584,1
414,images/train/5.png,5,332,584,1
415,images/train/5.png,5,95,601,1
416,images/train/5.png,5,278,618,1
417,images/train/5.png,5,630,196,0
418,images/train/5.png,5,9,417,0
419,images/train/5.png,5,12,468,0
420,images/train/5.png,5,0,23,0
421,images/train/5.png,5,5,140,0
422,images/train/5.png,5,135,21,0
423,images/train/5.png,5,491,21,0
424,images/train/5.png,5,426,33,0
425,images/train/5.png,5,468,34,0
426,images/train/5.png,5,170,35,0
427,images/train/5.png,5,524,40,0
428,images/train/5.png,5,67,48,0
429,images/train/5.png,5,163,58,0
430,images/train/5.png,5,343,63,0
431,images/train/5.png,5,622,66,0
432,images/train/5.png,5,254,68,0
433,images/train/5.png,5,190,73,0
434,images/train/5.png,5,592,75,0
435,images/train/5.png,5,291,83,0
436,images/train/5.png,5,153,87,0
437,images/train/5.png,5,553,101,0
438,images/train/5.png,5,465,109,0
439,images/train/5.png,5,617,113,0
440,images/train/5.png,5,313,123,0
441,images/train/5.png,5,82,124,0
442,images/train/5.png,5,263,126,0
443,images/train/5.png,5,410,129,0
444,images/train/5.png,5,383,133,0
445,images/train/5.png,5,553,133,0
446,images/train/5.png,5,189,147,0
447,images/train/5.png,5,294,157,0
448,images/train/5.png,5,481,158,0
449,images/train/5.png,5,259,159,0
450,images/train/5.png,5,613,162,0
451,images/train/5.png,5,447,187,0
452,images/train/5.png,5,395,189,0
453,images/train/5.png,5,568,208,0
454,images/train/5.png,5,36,233,0
455,images/train/5.png,5,178,238,0
456,images/train/5.png,5,366,242,0
457,images/train/5.png,5,369,263,0
458,images/train/5.png,5,606,267,0
459,images/train/5.png,5,69,272,0
460,images/train/5.png,5,559,283,0
461,images/train/5.png,5,293,285,0
462,images/train/5.png,5,473,310,0
463,images/train/5.png,5,285,326,0
464,images/train/5.png,5,551,345,0
465,images/train/5.png,5,137,348,0
466,images/train/5.png,5,36,373,0
467,images/train/5.png,5,472,410,0
468,images/train/5.png,5,604,424,0
469,images/train/5.png,5,165,428,0
470,images/train/5.png,5,258,462,0
471,images/train/5.png,5,52,463,0
472,images/train/5.png,5,225,466,0
473,images/train/5.png,5,190,471,0
474,images/train/5.png,5,361,472,0
475,images/train/5.png,5,130,475,0
476,images/train/5.png,5,98,484,0
477,images/train/5.png,5,153,513,0
478,images/train/5.png,5,269,514,0
479,images/train/5.png,5,436,544,0
480,images/train/5.png,5,271,553,0
481,images/train/5.png,5,167,568,0
482,images/train/5.png,5,471,578,0
483,images/train/5.png,5,543,597,0
484,images/train/5.png,5,364,610,0
485,images/train/5.png,5,483,610,0
486,images/train/6.png,6,105,42,1
487,images/train/6.png,6,293,64,1
488,images/train/6.png,6,218,67,1
489,images/train/6.png,6,444,84,1
490,images/train/6.png,6,259,91,1
491,images/train/6.png,6,173,98,1
492,images/train/6.png,6,598,157,1
493,images/train/6.png,6,131,158,1
494,images/train/6.png,6,333,175,1
495,images/train/6.png,6,369,193,1
496,images/train/6.png,6,117,214,1
497,images/train/6.png,6,468,245,1
498,images/train/6.png,6,146,255,1
499,images/train/6.png,6,324,285,1
500,images/train/6.png,6,576,294,1
501,images/train/6.png,6,265,308,1
502,images/train/6.png,6,622,340,1
503,images/train/6.png,6,258,420,1
504,images/train/6.png,6,452,444,1
505,images/train/6.png,6,459,477,1
506,images/train/6.png,6,398,522,1
507,images/train/6.png,6,612,522,1
508,images/train/6.png,6,131,540,1
509,images/train/6.png,6,410,559,1
510,images/train/6.png,6,285,586,1
511,images/train/6.png,6,476,598,1
512,images/train/6.png,6,50,616,1
513,images/train/6.png,6,519,186,1
514,images/train/6.png,6,488,21,0
515,images/train/6.png,6,354,30,0
516,images/train/6.png,6,445,42,0
517,images/train/6.png,6,21,61,0
518,images/train/6.png,6,186,64,0
519,images/train/6.png,6,525,110,0
520,images/train/6.png,6,84,113,0
521,images/train/6.png,6,135,114,0
522,images/train/6.png,6,50,136,0
523,images/train/6.png,6,370,149,0
524,images/train/6.png,6,49,170,0
525,images/train/6.png,6,382,606,0
526,images/train/6.png,6,632,185,0
527,images/train/6.png,6,622,209,0
528,images/train/6.png,6,161,227,0
529,images/train/6.png,6,503,233,0
530,images/train/6.png,6,617,234,0
531,images/train/6.png,6,433,247,0
532,images/train/6.png,6,616,298,0
533,images/train/6.png,6,190,375,0
534,images/train/6.png,6,478,386,0
535,images/train/6.png,6,245,389,0
536,images/train/6.png,6,165,405,0
537,images/train/6.png,6,206,418,0
538,images/train/6.png,6,210,486,0
539,images/train/6.png,6,174,522,0
540,images/train/6.png,6,446,522,0
541,images/train/6.png,6,256,568,0
542,images/train/6.png,6,88,573,0
543,images/train/6.png,6,333,578,0
544,images/train/6.png,6,238,582,0
545,images/train/6.png,6,485,185,0
546,images/train/6.png,6,185,181,0
547,images/train/6.png,6,208,210,0
548,images/train/7.png,7,104,39,1
549,images/train/7.png,7,356,42,1
550,images/train/7.png,7,142,56,1
551,images/train/7.png,7,344,57,1
552,images/train/7.png,7,578,75,1
553,images/train/7.png,7,498,93,1
554,images/train/7.png,7,617,95,1
555,images/train/7.png,7,331,114,1
556,images/train/7.png,7,10,139,1
557,images/train/7.png,7,413,158,1
558,images/train/7.png,7,15,172,1
559,images/train/7.png,7,567,177,1
560,images/train/7.png,7,616,184,1
561,images/train/7.png,7,145,200,1
562,images/train/7.png,7,94,220,1
563,images/train/7.png,7,313,225,1
564,images/train/7.png,7,203,243,1
565,images/train/7.png,7,277,246,1
566,images/train/7.png,7,71,247,1
567,images/train/7.png,7,113,250,1
568,images/train/7.png,7,342,268,1
569,images/train/7.png,7,379,268,1
570,images/train/7.png,7,316,272,1
571,images/train/7.png,7,216,310,1
572,images/train/7.png,7,284,329,1
573,images/train/7.png,7,312,333,1
574,images/train/7.png,7,628,333,1
575,images/train/7.png,7,465,355,1
576,images/train/7.png,7,267,355,1
577,images/train/7.png,7,55,356,1
578,images/train/7.png,7,98,357,1
579,images/train/7.png,7,92,359,1
580,images/train/7.png,7,516,362,1
581,images/train/7.png,7,617,365,1
582,images/train/7.png,7,139,374,1
583,images/train/7.png,7,6,385,1
584,images/train/7.png,7,267,387,1
585,images/train/7.png,7,590,402,1
586,images/train/7.png,7,331,405,1
587,images/train/7.png,7,131,407,1
588,images/train/7.png,7,194,411,1
589,images/train/7.png,7,33,417,1
590,images/train/7.png,7,544,418,1
591,images/train/7.png,7,574,422,1
592,images/train/7.png,7,367,437,1
593,images/train/7.png,7,525,444,1
594,images/train/7.png,7,472,448,1
595,images/train/7.png,7,95,459,1
596,images/train/7.png,7,341,476,1
597,images/train/7.png,7,169,488,1
598,images/train/7.png,7,488,500,1
599,images/train/7.png,7,247,505,1
600,images/train/7.png,7,154,520,1
601,images/train/7.png,7,180,520,1
602,images/train/7.png,7,369,535,1
603,images/train/7.png,7,91,554,1
604,images/train/7.png,7,168,561,1
605,images/train/7.png,7,446,573,1
606,images/train/7.png,7,393,591,1
607,images/train/7.png,7,440,621,1
608,images/train/7.png,7,61,624,1
609,images/train/7.png,7,637,5,1
610,images/train/7.png,7,639,509,1
611,images/train/7.png,7,246,254,1
612,images/train/7.png,7,562,9,0
613,images/train/7.png,7,600,11,0
614,images/train/7.png,7,373,25,0
615,images/train/7.png,7,72,52,0
616,images/train/7.png,7,391,59,0
617,images/train/7.png,7,286,64,0
618,images/train/7.png,7,249,75,0
619,images/train/7.png,7,82,83,0
620,images/train/7.png,7,31,84,0
621,images/train/7.png,7,299,95,0
622,images/train/7.png,7,154,106,0
623,images/train/7.png,7,101,127,0
624,images/train/7.png,7,515,129,0
625,images/train/7.png,7,177,130,0
626,images/train/7.png,7,51,137,0
627,images/train/7.png,7,300,139,0
628,images/train/7.png,7,236,142,0
629,images/train/7.png,7,334,149,0
630,images/train/7.png,7,270,153,0
631,images/train/7.png,7,368,153,0
632,images/train/7.png,7,82,157,0
633,images/train/7.png,7,167,159,0
634,images/train/7.png,7,536,166,0
635,images/train/7.png,7,197,175,0
636,images/train/7.png,7,270,189,0
637,images/train/7.png,7,397,190,0
638,images/train/7.png,7,221,193,0
639,images/train/7.png,7,360,193,0
640,images/train/7.png,7,301,209,0
641,images/train/7.png,7,419,211,0
642,images/train/7.png,7,202,212,0
643,images/train/7.png,7,614,217,0
644,images/train/7.png,7,246,220,0
645,images/train/7.png,7,364,232,0
646,images/train/7.png,7,634,248,0
647,images/train/7.png,7,412,252,0
648,images/train/7.png,7,541,253,0
649,images/train/7.png,7,158,263,0
650,images/train/7.png,7,499,266,0
651,images/train/7.png,7,13,269,0
652,images/train/7.png,7,439,271,0
653,images/train/7.png,7,48,278,0
654,images/train/7.png,7,187,279,0
655,images/train/7.png,7,563,280,0
656,images/train/7.png,7,609,285,0
657,images/train/7.png,7,536,295,0
658,images/train/7.png,7,496,303,0
659,images/train/7.png,7,168,305,0
660,images/train/7.png,7,108,305,0
661,images/train/7.png,7,529,329,0
662,images/train/7.png,7,122,337,0
663,images/train/7.png,7,490,338,0
664,images/train/7.png,7,408,338,0
665,images/train/7.png,7,429,367,0
666,images/train/7.png,7,189,371,0
667,images/train/7.png,7,390,375,0
668,images/train/7.png,7,105,388,0
669,images/train/7.png,7,487,404,0
670,images/train/7.png,7,70,413,0
671,images/train/7.png,7,273,417,0
672,images/train/7.png,7,318,433,0
673,images/train/7.png,7,18,443,0
674,images/train/7.png,7,175,450,0
675,images/train/7.png,7,594,473,0
676,images/train/7.png,7,284,474,0
677,images/train/7.png,7,251,478,0
678,images/train/7.png,7,552,487,0
679,images/train/7.png,7,374,493,0
680,images/train/7.png,7,445,509,0
681,images/train/7.png,7,41,519,0
682,images/train/7.png,7,276,526,0
683,images/train/7.png,7,568,535,0
684,images/train/7.png,7,624,545,0
685,images/train/7.png,7,591,561,0
686,images/train/7.png,7,12,573,0
687,images/train/7.png,7,614,591,0
688,images/train/7.png,7,209,596,0
689,images/train/7.png,7,591,621,0
690,images/train/7.png,7,361,635,0
691,images/train/7.png,7,88,1,0
692,images/train/7.png,7,6,298,0
693,images/train/7.png,7,638,587,0
694,images/train/7.png,7,430,423,0
695,images/train/7.png,7,422,460,0
696,images/train/7.png,7,368,399,0
697,images/train/7.png,7,314,497,0
698,images/train/7.png,7,259,560,0
699,images/train/7.png,7,209,551,0
700,images/train/7.png,7,119,588,0
701,images/train/7.png,7,131,565,0
702,images/train/7.png,7,161,583,0
703,images/train/7.png,7,73,589,0
704,images/train/7.png,7,175,607,0
705,images/train/7.png,7,269,602,0
706,images/train/7.png,7,305,605,0
707,images/train/7.png,7,295,571,0
708,images/train/7.png,7,314,545,0
709,images/train/7.png,7,340,592,0
710,images/train/7.png,7,361,592,0
711,images/train/7.png,7,344,558,0
712,images/train/7.png,7,389,548,0
713,images/train/7.png,7,516,519,0
714,images/train/7.png,7,531,554,0
715,images/train/7.png,7,546,604,0
716,images/train/7.png,7,510,590,0
717,images/train/7.png,7,464,587,0
718,images/train/7.png,7,482,551,0
719,images/train/7.png,7,426,304,0
720,images/train/7.png,7,364,296,0
721,images/train/7.png,7,276,279,0
722,images/train/7.png,7,28,234,0
723,images/train/7.png,7,35,205,0
724,images/train/7.png,7,449,196,0
725,images/train/7.png,7,462,239,0
726,images/train/7.png,7,506,168,0
727,images/train/7.png,7,466,271,0
728,images/train/7.png,7,441,330,0
729,images/train/7.png,7,616,453,0
730,images/train/7.png,7,597,518,0
731,images/train/8.png,8,193,29,1
732,images/train/8.png,8,317,40,1
733,images/train/8.png,8,278,53,1
734,images/train/8.png,8,357,56,1
735,images/train/8.png,8,246,77,1
736,images/train/8.png,8,285,84,1
737,images/train/8.png,8,396,88,1
738,images/train/8.png,8,443,92,1
739,images/train/8.png,8,507,99,1
740,images/train/8.png,8,360,111,1
741,images/train/8.png,8,129,117,1
742,images/train/8.png,8,513,134,1
743,images/train/8.png,8,57,137,1
744,images/train/8.png,8,188,144,1
745,images/train/8.png,8,477,167,1
746,images/train/8.png,8,239,170,1
747,images/train/8.png,8,327,171,1
748,images/train/8.png,8,33,175,1
749,images/train/8.png,8,501,194,1
750,images/train/8.png,8,88,194,1
751,images/train/8.png,8,537,197,1
752,images/train/8.png,8,456,204,1
753,images/train/8.png,8,20,205,1
754,images/train/8.png,8,538,223,1
755,images/train/8.png,8,518,241,1
756,images/train/8.png,8,591,242,1
757,images/train/8.png,8,56,245,1
758,images/train/8.png,8,8,246,1
759,images/train/8.png,8,631,250,1
760,images/train/8.png,8,148,262,1
761,images/train/8.png,8,504,264,1
762,images/train/8.png,8,179,267,1
763,images/train/8.png,8,304,278,1
764,images/train/8.png,8,518,282,1
765,images/train/8.png,8,463,285,1
766,images/train/8.png,8,128,288,1
767,images/train/8.png,8,181,299,1
768,images/train/8.png,8,419,303,1
769,images/train/8.png,8,535,320,1
770,images/train/8.png,8,584,335,1
771,images/train/8.png,8,498,350,1
772,images/train/8.png,8,459,363,1
773,images/train/8.png,8,130,368,1
774,images/train/8.png,8,236,369,1
